Train_Accuracy,Test_Accuracy,Train_Precision,Test_Precision,Train_Recall,Test_Recall,Train_F1_Score,Test_F1_Score,Training_Time
0.8457,0.3574,0.8496,0.3694,0.8457,0.3574,0.8454,0.3576,17.1198
