loss,accuracy,val_loss,val_accuracy
2.6484732627868652,0.16523903608322144,2.605665683746338,0.16535702347755432
2.1548984050750732,0.27132293581962585,2.6221437454223633,0.17406901717185974
1.672976016998291,0.4362691342830658,2.7428205013275146,0.2213870882987976
1.1497693061828613,0.6410425305366516,3.16491436958313,0.256918340921402
0.7359492778778076,0.7682114243507385,3.669950246810913,0.27656304836273193
0.577157735824585,0.8106010556221008,3.7192437648773193,0.2791253924369812
0.5156742334365845,0.8243649005889893,3.7927401065826416,0.28237101435661316
0.4844343662261963,0.827293336391449,4.201589584350586,0.2822002172470093
0.46858492493629456,0.8283182978630066,4.1552300453186035,0.2827126681804657
0.4530930519104004,0.8322717547416687,3.9197874069213867,0.28715407848358154
0.4413820803165436,0.8360055685043335,3.9255893230438232,0.2796378433704376
0.4305872321128845,0.8352002501487732,3.810990333557129,0.2839084267616272
0.42543044686317444,0.8346145153045654,3.953354597091675,0.28664159774780273
0.41776591539382935,0.8397393822669983,4.791542053222656,0.2803211510181427
0.41342511773109436,0.840105414390564,3.838057041168213,0.2857874929904938
0.40712350606918335,0.838860809803009,3.722522020339966,0.2839084267616272
0.4007253348827362,0.8396661281585693,3.7707624435424805,0.28066280484199524
0.3985809087753296,0.8418624997138977,3.977989435195923,0.28134608268737793
0.3922339379787445,0.8403250575065613,4.115400314331055,0.2862999737262726
0.38657936453819275,0.8418624997138977,4.3130388259887695,0.2833959758281708
0.3847762644290924,0.8437660336494446,3.7843375205993652,0.2822002172470093
0.3817959725856781,0.8439124226570129,3.6563403606414795,0.28049197793006897
0.37870579957962036,0.8423017859458923,3.986968755722046,0.2839084267616272
0.37269777059555054,0.8414232134819031,3.9836692810058594,0.2822002172470093
0.3697134256362915,0.8461087942123413,3.7918174266815186,0.2832251489162445
0.3656896650791168,0.8436195850372314,3.8383586406707764,0.2791253924369812
0.36350032687187195,0.8431071043014526,4.091994762420654,0.28715407848358154
0.36082372069358826,0.846474826335907,3.903301239013672,0.284420907497406
0.3590385615825653,0.8454498648643494,3.929229974746704,0.2851042151451111
0.35691124200820923,0.8462552428245544,3.8929390907287598,0.28117525577545166
0.35217007994651794,0.8476462364196777,3.759200096130371,0.2803211510181427
0.3489627242088318,0.847865879535675,3.908365249633789,0.2832251489162445
0.34728553891181946,0.8470605611801147,3.7942821979522705,0.2845917344093323
0.3463244140148163,0.8462552428245544,4.011142253875732,0.28476256132125854
0.34567129611968994,0.8464016318321228,3.5545995235443115,0.2832251489162445
0.34342455863952637,0.8447177410125732,3.8226191997528076,0.2832251489162445
0.3451894521713257,0.8476462364196777,3.9742319583892822,0.28254184126853943
0.3419977128505707,0.8442052602767944,3.9290668964385986,0.28237101435661316
0.3397146761417389,0.8472069501876831,3.6595146656036377,0.2837376296520233
0.3372282385826111,0.8473533987998962,4.074336528778076,0.27775880694389343
0.3358920216560364,0.8485980033874512,3.9336962699890137,0.2803211510181427
0.33547550439834595,0.8459623456001282,3.983243227005005,0.28015032410621643
0.33329182863235474,0.8496229648590088,3.8513669967651367,0.2815169095993042
0.3354610204696655,0.848524808883667,3.7982535362243652,0.28595831990242004
0.33107417821884155,0.8503550887107849,3.8367912769317627,0.28049197793006897
0.3304017186164856,0.8481587171554565,4.099942207336426,0.28425008058547974
0.3299197256565094,0.8521853685379028,3.9775230884552,0.282029390335083
0.3299691379070282,0.847865879535675,3.79510235786438,0.2832251489162445
0.3305801749229431,0.8495497703552246,4.076402187347412,0.27997949719429016
0.3285196125507355,0.8480855226516724,4.043138027191162,0.28356680274009705
