Train_Accuracy,Test_Accuracy,Train_Precision,Test_Precision,Train_Recall,Test_Recall,Train_F1_Score,Test_F1_Score,Training_Time
0.8656,0.3025,0.8718,0.5045,0.8656,0.3025,0.8665,0.298,22.1098
