Train_Accuracy,Test_Accuracy,Train_Precision,Test_Precision,Train_Recall,Test_Recall,Train_F1_Score,Test_F1_Score,Training_Time
0.8465,0.3773,0.8527,0.3871,0.8465,0.3773,0.8481,0.3802,17.7846
