loss,accuracy,val_loss,val_accuracy
2.521655559539795,0.21421773731708527,2.3341803550720215,0.24120259284973145
2.1493148803710938,0.29379895329475403,2.2001731395721436,0.2881790101528168
1.913421869277954,0.38150671124458313,2.153972864151001,0.32883498072624207
1.7087538242340088,0.44629913568496704,2.139822483062744,0.338742733001709
1.5375417470932007,0.5020133256912231,2.1938529014587402,0.34472155570983887
1.3920137882232666,0.5508456230163574,2.2371373176574707,0.3546293079853058
1.2641788721084595,0.5887693166732788,2.3237569332122803,0.35309189558029175
1.153388500213623,0.6261073350906372,2.409602403640747,0.3537752032279968
1.0626674890518188,0.6553188562393188,2.5394771099090576,0.3674410581588745
0.979153573513031,0.6805769205093384,2.626315116882324,0.37478646636009216
0.9111784100532532,0.7056153416633606,2.715701103210449,0.3715408146381378
0.8596243858337402,0.7212826609611511,2.8180487155914307,0.3722241222858429
0.8132532835006714,0.7373160719871521,2.8928122520446777,0.37734881043434143
0.7715592980384827,0.7474924921989441,3.0084874629974365,0.3705158829689026
0.737395703792572,0.7603777647018433,3.065462350845337,0.3710283637046814
0.708911120891571,0.7696756720542908,3.2312815189361572,0.3805944621562958
0.6909646391868591,0.7736291289329529,3.211834669113159,0.3787153959274292
0.6698443293571472,0.7780218124389648,3.2701714038848877,0.3700034022331238
0.645504355430603,0.7857822775840759,3.367295503616333,0.37359070777893066
0.6337872743606567,0.7843180298805237,3.379615306854248,0.37888622283935547
0.6209361553192139,0.7898821234703064,3.4189929962158203,0.379227876663208
0.6017969250679016,0.7994728684425354,3.539194345474243,0.3770071864128113
0.5941205620765686,0.7977157831192017,3.580237865447998,0.38366928696632385
0.5797762274742126,0.800497829914093,3.5657005310058594,0.37666553258895874
0.5760926008224487,0.8013031482696533,3.6232364177703857,0.3633413016796112
0.566429078578949,0.8024013638496399,3.6322309970855713,0.37256577610969543
0.5583632588386536,0.8046709299087524,3.670459747314453,0.37529894709587097
0.5495297312736511,0.8087707757949829,3.7821784019470215,0.381619393825531
0.5457190275192261,0.8089904189109802,3.6800408363342285,0.36829519271850586
0.5340752005577087,0.810088574886322,3.750375747680664,0.36658695340156555
0.5365960597991943,0.8109671473503113,3.7142722606658936,0.37615305185317993
0.5287183523178101,0.8106743097305298,3.779945135116577,0.3746156394481659
0.5266315937042236,0.8106010556221008,3.825619697570801,0.3850358724594116
0.5167760252952576,0.8103814125061035,3.8728697299957275,0.3710283637046814
0.5129337906837463,0.8162384033203125,3.8090858459472656,0.38196104764938354
0.5072836875915527,0.816457986831665,3.9317994117736816,0.37666553258895874
0.5038783550262451,0.8151401877403259,3.9238154888153076,0.37837377190589905
0.49756497144699097,0.8186543583869934,3.897486925125122,0.37837377190589905
0.4954916834831238,0.8186543583869934,3.9456193447113037,0.3703450560569763
0.4931488633155823,0.8174830079078674,3.9358105659484863,0.37786129117012024
0.4887237250804901,0.8151401877403259,4.0109381675720215,0.3734198808670044
0.48658329248428345,0.8181418776512146,4.060822486877441,0.38127776980400085
0.4830189347267151,0.8162384033203125,4.0369486808776855,0.3799111843109131
0.4813006520271301,0.8179954886436462,4.089665412902832,0.38196104764938354
0.47347936034202576,0.8205578923225403,4.046016693115234,0.3846942186355591
0.4770045578479767,0.8168972730636597,4.072559356689453,0.38025280833244324
0.46997469663619995,0.8214364051818848,4.124606609344482,0.3703450560569763
0.47351112961769104,0.8163847923278809,4.033450126647949,0.37837377190589905
0.4681698679924011,0.8207775354385376,4.15496301651001,0.3793987035751343
0.46307626366615295,0.8217292428016663,4.102630615234375,0.37734881043434143
