Train_Accuracy,Test_Accuracy,Train_Precision,Test_Precision,Train_Recall,Test_Recall,Train_F1_Score,Test_F1_Score,Training_Time
0.8648,0.2892,0.8712,0.4858,0.8648,0.2892,0.8643,0.2964,39.1506
